,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
3972,University of Rochester (UR),Mathematics,0.93,2018-2019,5th,"Also around $250 for parking. Opportunities for summer teaching for 3rd years and up. I'm paid with a fellowship, I believe the standard stipend is $18,000",5,2018,19980,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,20,20,University of Rochester UR_MathematicsAndComputer Science
3973,University of Rochester (UR),Mathematics,1.1,2018-2019,4th,Health insurance mandatory but not included. ,4,2018,23500,0,21000,2500,23500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Rochester UR_MathematicsAndComputer Science
3974,University of Rochester (UR),Mathematics,0.84,2018-2019,1st,Mandatory health fee is paid by the university. Health insurance is not paid by the university.  Some students may get a summer teaching job which pays about $2800 in total. ,1,2018,18000,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Rochester UR_MathematicsAndComputer Science
3975,University of Georgia (UGA),Higher Education,1.08,2018-2019,4th,,4,2018,22800,26000,0,0,26000,Higher Education,Other,low,3200,3200,University of Georgia UGA_Other
3979,New York University (NYU),Biology,1.31,2018-2019,2nd,,2,2018,39000,39000,0,0,39000,Biology,Biology,low,0,0,New York University NYU_Biology
3980,University of Maryland - College Park (UMD),Chemical and Biomolecular Engineering,1.01,2018-2019,1st,,1,2018,30535,32155,0,0,32155,Engineering,Engineering,low,1620,1620,University of Maryland - College Park UMD_Engineering
3982,University of California - San Francisco (UCSF),Neuroscience,1.27,2018-2019,1st,Healthcare + gym membership included,1,2018,38000,38000,0,0,38000,Medical,Medical,low,0,0,University of California - San Francisco UCSF_Medical
3983,Johns Hopkins University (JHU),Comparative Thought and Literature/Humanities Center,1.13,2018-2019,2nd,(basic) health insurance included,2,2018,29000,29000,0,0,29000,Comparative Thought and Literature/Humanities Center,Other,low,0,0,Johns Hopkins University JHU_Other
3986,Johns Hopkins University (JHU),CMDB,1.22,2018-2019,1st,,1,2018,31300,32500,0,0,32500,CMDB,Other,low,1200,1200,Johns Hopkins University JHU_Other
3991,University of Michigan - Ann Arbor (UM),Strategy/Business Administration,1.38,2018-2019,4th,,4,2018,31800,32000,0,0,32000,Strategy/Business Administration,Other,low,200,200,University of Michigan - Ann Arbor UM_Other
3992,University of California - Riverside (UCR),Psychology,0.75,2018-2019,2nd,"$18k during school year and $3-5k during summer; however, they don't pay you during the summer which makes it extremely difficult... they pay you after summer is over",2,2018,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,University of California - Riverside UCR_HistPolSoc
3994,University of Maryland - College Park (UMD),Second Language Acquisition MA,0.58,2018-2019,1st,,1,2018,17480,0,18290,0,18290,Second Language Acquisition MA,Other,high,810,810,University of Maryland - College Park UMD_Other
4007,University of Florida (UF),Molecular genetics ,1.22,2018-2019,1st,,1,2018,27800,29000,0,0,29000,Molecular genetics ,Other,low,1200,1200,University of Florida UF_Other
4009,University of California - Berkeley,Rhetoric,0.65,2018-2019,6th and up,,6,2018,18000,0,18000,0,18000,Rhetoric,Other,high,0,0,University of California - Berkeley_Other
4010,University of North Carolina - Chapel Hill (UNC),Environmental Sciences and Engineering,1.09,2018-2019,2nd,,2,2018,24324,24324,0,0,24324,Environmental Sciences and Engineering,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
4013,Virginia Tech,Statistics ,2.04,2018-2019,1st,Accepted but declined offer and attended elsewhere.  Funding was subject to performance in future years,1,2018,43000,0,43000,0,43000,Statistics ,Other,high,0,0,Virginia Tech_Other
4017,University of California - Los Angeles (UCLA),Molecular Biology,1.24,2017-2018,5th,,5,2017,32000,32000,0,0,32000,Biology,Biology,low,0,0,University of California - Los Angeles UCLA_Biology
4021,Michigan State University (MSU),EAD,1.32,2018-2019,2nd,,2,2018,27000,0,27000,0,27000,EAD,Other,high,0,0,Michigan State University MSU_Other
4023,Duke University (DU),Biomedical Engineering,1.98,2018-2019,1st,Health and dental insurance included. Received two internal fellowships and bonus for NSF-GRFP.,1,2018,44000,44000,0,0,44000,Engineering,Engineering,low,0,0,Duke University DU_Engineering
4025,Duke University (DU),Genetics & Genomics,1.4,2018-2019,1st,,1,2018,31160,31160,0,0,31160,Genetics & Genomics,Other,low,0,0,Duke University DU_Other
4027,University of Rochester (UR),Environmental Medicine/ Toxicology (PhD),1.36,2018-2019,3rd,"Health Insurance included for free ($3,000 value), free tuition ($52, 000 value), 2 bedroom townhouse 1 mile from campus for $1,195, and parking pass for $380.",3,2018,28987,28987,0,0,28987,Environmental Medicine/ Toxicology (PhD),Other,low,0,0,University of Rochester UR_Other
4032,University of Minnesota - Twin Cities (UM),Entomology ,0.88,2018-2019,1st,"This is roughly the basic stipend for PhD students. Masters students make less though the fees are the same. 
I am now on an external fellowship so my stipend is considerably more at $27,000",1,2018,20100,21000,0,0,21000,Entomology ,Other,low,900,900,University of Minnesota - Twin Cities UM_Other
4033,University of Rochester (UR),Biochemistry,1.48,2017-2018,3rd,,3,2017,31600,31600,0,0,31600,Chemistry,Chemistry,low,0,0,University of Rochester UR_Chemistry
4035,University of Rochester (UR),Mechanical Engineering,1.31,2018-2019,1st,The required fee is for healthcare. I could also get healthcare from another source.,1,2018,28000,32000,0,0,32000,Engineering,Engineering,low,4000,4000,University of Rochester UR_Engineering
4040,University of Maryland - College Park (UMD),Mechanical ,0.75,2018-2019,1st,,1,2018,22624,24124,0,0,24124,Mechanical ,Other,low,1500,1500,University of Maryland - College Park UMD_Other
4049,University at Buffalo - SUNY,Pharmacology & Toxicology,1.28,2018-2019,1st,,1,2018,27000,27000,0,0,27000,Pharmacology & Toxicology,Other,low,0,0,University at Buffalo - SUNY_Other
4051,Clemson University (CU),Biochemistry and Molecular Biology,1.14,2018-2019,3rd,,3,2018,23665,25000,0,0,25000,Biochemistry and Molecular Biology,Other,low,1335,1335,Clemson University CU_Other
4052,Case Western Reserve University,mandel school of applied social sciences,0.45,2018-2019,4th,"full time fellowship ($18,000) in years 1-3, half-time in year 4 ($9,000), no fellowship thereafter",4,2018,9000,0,9000,0,9000,mandel school of applied social sciences,Other,high,0,0,Case Western Reserve University_Other
4053,University of Central Florida (UCF),Anthropology PhD,0.78,2018-2019,1st,,1,2018,18000,0,18000,0,18000,Anthropology PhD,Other,high,0,0,University of Central Florida UCF_Other
4056,Brown University,anthropology,1.54,2018-2019,1st,,1,2018,35000,0,30000,5000,35000,anthropology,Other,high,0,0,Brown University_Other
4065,Rice University,Biosciences,1.33,2018-2019,1st,,1,2018,29000,30000,0,0,30000,Biology,Biology,low,1000,1000,Rice University_Biology
4071,California Institute of Technology (Caltech),BMB,1.31,2018-2019,4th,,4,2018,34000,34000,0,0,34000,BMB,Other,low,0,0,California Institute of Technology Caltech_Other
4072,Carnegie Mellon University (CMU),School of Computer Science,1.57,2018-2019,1st,,1,2018,32400,32400,0,0,32400,School of Computer Science,Other,low,0,0,Carnegie Mellon University CMU_Other
4073,University of Texas - Austin (UT),College of Pharmacy,1.31,2018-2019,1st,,1,2018,30000,30000,0,0,30000,College of Pharmacy,Other,low,0,0,University of Texas - Austin UT_Other
4078,Virginia Tech,Electrical and electronic engineering ,0.07,2019-2020,1st,,1,2019,1495,0,47995,0,47995,Electrical and electronic engineering ,Other,high,46500,46500,Virginia Tech_Other
4080,Clemson University (CU),industrial engineering,1.06,2019-2020,1st,,1,2019,22000,22000,0,0,22000,industrial engineering,Other,low,0,0,Clemson University CU_Other
4083,University of Michigan - Ann Arbor (UM),Political Science,1.33,2018-2019,1st,Summer funding is guaranteed for years 1-3,1,2018,30598,0,20399,10199,30598,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
4084,University of Texas - Austin (UT),Mechanical Engineering ,1.06,2018-2019,1st,Full tuition waiver and health insurance coverage. ,1,2018,24300,25080,0,0,25080,Engineering,Engineering,low,780,780,University of Texas - Austin UT_Engineering
4085,University of California - San Diego (UCSD),Mechanical Aerospace Engineering,0.09,2018-2019,1st,,1,2018,2347,2347,0,0,2347,Mechanical Aerospace Engineering,Other,low,0,0,University of California - San Diego UCSD_Other
4087,Arizona State University (ASU),Kinesiology,0.64,2016-2017,1st,,1,2016,14200,14200,0,0,14200,Kinesiology,Other,low,0,0,Arizona State University ASU_Other
4090,Arizona State University (ASU),Psychology,0.61,2016-2017,1st,,1,2016,13500,13500,0,0,13500,HistPolSoc,HistPolSoc,low,0,0,Arizona State University ASU_HistPolSoc
4094,Georgia Institute of Technology (Georgia Tech),Psychology PhD,0.68,2018-2019,1st,,1,2018,15934,0,18000,0,18000,Psychology PhD,Other,high,2066,2066,Georgia Institute of Technology Georgia Tech_Other
4096,Georgia Institute of Technology (Georgia Tech),Psychology PhD,1.09,2018-2019,1st,Received President's ($5500/year) and Herbert P. Haley ($4000/year),1,2018,25434,0,27500,0,27500,Psychology PhD,Other,high,2066,2066,Georgia Institute of Technology Georgia Tech_Other
4101,Ohio University (OU),School of Film,0.27,2018-2019,2nd,,2,2018,5598,0,5598,0,5598,School of Film,Other,low,0,0,Ohio University OU_Other
4105,Drexel University (DU),BEES,0.97,2018-2019,3rd,,3,2018,23500,23500,0,0,23500,BEES,Other,low,0,0,Drexel University DU_Other
4108,Purdue University - West Lafayette,Communication PhD,1.12,2018-2019,1st,"No teaching/funding required in the summer, but you can choose to teach.  Health insurance additional ~$50 a month.",1,2018,23650,0,24000,0,24000,Communication PhD,Other,high,350,350,Purdue University - West Lafayette_Other
4109,University of Colorado - Boulder (UCB),Materials Science and Engineering,1.15,2018-2019,1st,,1,2018,29200,31000,0,0,31000,Engineering,Engineering,low,1800,1800,University of Colorado - Boulder UCB_Engineering
4116,Cornell University (CU),botany,0.0,2018-2019,1st,,1,2018,0,1,0,0,1,botany,Other,low,1,1,Cornell University CU_Other
4124,University of Virginia (UVA),Materials Science and Engineering,1.23,2018-2019,5th,"Dept. stipend has increased as of last year.  Starts with 25k, then 27k after passing qualifying exam, 28k after completing proposal.  Bonus for publishing first paper.  Salary increases by a few percent each fall with CPI (consumer price index).  ",5,2018,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
4126,Louisiana State University - Baton Rouge,Soil Science,0.81,2018-2019,1st,,1,2018,17500,24000,0,0,24000,Soil Science,Other,low,6500,6500,Louisiana State University - Baton Rouge_Other
4127,Emory University,Genetics & Molecular Biology,1.3,2018-2019,5th,"Increasing to $31,775 September 1, 2019",5,2018,30300,31000,0,0,31000,Genetics & Molecular Biology,Other,low,700,700,Emory University_Other
4129,Rice University,Anthropology,0.98,2018-2019,3rd,,3,2018,21500,21500,0,0,21500,Biology,Biology,low,0,0,Rice University_Biology
4133,University of California - Berkeley,Sociology ,1.1,2018-2019,1st,"Additionally received a $4,000 GSR ship for the summer. Totaling $34,500 for the year. ",1,2018,30500,30500,0,0,30500,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
4135,Columbia University (CU),African,0.74,2018-2019,1st,,1,2018,22000,23000,0,0,23000,African,Other,low,1000,1000,Columbia University CU_Other
4136,University of Chicago (UC),Psychology,1.22,2018-2019,1st,,1,2018,29525,0,27000,3000,30000,HistPolSoc,HistPolSoc,high,475,475,University of Chicago UC_HistPolSoc
4145,University of Southern California (USC),History,1.31,2018-2019,1st,,1,2018,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,University of Southern California USC_HistPolSoc
4147,Pennsylvania State University (Penn State),College of Information Science and Technology,0.94,2017-2018,3rd,,3,2017,21000,0,18000,3000,21000,College of Information Science and Technology,Other,high,0,0,Pennsylvania State University Penn State_Other
4148,University of Southern California (USC),Molecular and computational biology,1.31,2018-2019,4th,,4,2018,34000,0,34000,0,34000,Molecular and computational biology,Other,high,0,0,University of Southern California USC_Other
4149,University of Wisconsin - Madison (UW),Chemistry,1.12,2018-2019,2nd,,2,2018,25500,26700,0,0,26700,Chemistry,Chemistry,low,1200,1200,University of Wisconsin - Madison UW_Chemistry
4152,Pennsylvania State University (Penn State),Immunology and Infectious Disease,1.22,2017-2018,5th,,5,2017,27500,27500,0,0,27500,Immunology and Infectious Disease,Other,low,0,0,Pennsylvania State University Penn State_Other
4153,University of Chicago (UC),Comparative Literature,1.18,2018-2019,1st,,1,2018,28531,0,27000,3000,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,1469,1469,University of Chicago UC_LinguisticsAndCommunication
4157,Yale University (YU),engineering,1.42,2018-2019,1st,,1,2018,35000,35000,0,0,35000,engineering,Other,low,0,0,Yale University YU_Other
4160,University of California - Riverside (UCR),Political Science,0.49,2018-2019,1st,"Dean's Distinguished Fellowship Award(non-resident tuition+ stipend) for the first year. Guaranteed TAship for the following years equals to 6,884 per quarter. ",1,2018,11900,0,11900,0,11900,HistPolSoc,HistPolSoc,high,0,0,University of California - Riverside UCR_HistPolSoc
4161,University of Washington (UW),Chemistry,1.35,2007-2008,6th and up,,6,2007,27000,28000,0,0,28000,Chemistry,Chemistry,low,1000,1000,University of Washington UW_Chemistry
4162,University of Washington (UW),Chemistry,1.85,2007-2008,6th and up,,6,2007,37000,38000,0,0,38000,Chemistry,Chemistry,low,1000,1000,University of Washington UW_Chemistry
4166,Massachusetts Institute of Technology (MIT),Sloan School of Management,0.12,2018-2019,2nd,,2,2018,3400,3400,0,0,3400,Sloan School of Management,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
4172,University of Pennsylvania,Electrical and System Engineering,1.37,2018-2019,1st,,1,2018,33000,33000,0,0,33000,Electrical and System Engineering,Other,low,0,0,University of Pennsylvania_Other
4177,University of Wisconsin - Madison (UW),Chemistry,1.26,2013-2014,1st,,1,2013,25000,25000,0,0,25000,Chemistry,Chemistry,low,0,0,University of Wisconsin - Madison UW_Chemistry
4181,University of Pittsburgh,school of medicine,1.45,2018-2019,1st,,1,2018,30000,30000,0,0,30000,school of medicine,Other,low,0,0,University of Pittsburgh_Other
4187,University of Central Florida (UCF),Computer science,0.63,2018-2019,4th,,4,2018,14700,0,11700,3000,14700,Computer science,Other,high,0,0,University of Central Florida UCF_Other
4194,University of California - Berkeley,Chemistry,1.55,2018-2019,3rd,This is on an NSF GRFP plus additional stipend for teaching.,3,2018,43000,43000,0,0,43000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry
4197,Ohio State University (OSU),School of Communication,1.22,2018-2019,5th,"Essentially all get summer funding and the summer pay was recently brought in line with school year. Pay has increased over 15% since I arrived. 85% of health insurance is covered, leaving roughly $40 of monthly premium. Health insurance is great, copay-free primary care visits on campus plus some free lab work. Plan covers 90% of costs after $150 deductible for other providers. Vision plan includes $100 yearly allowance for vision benefits at on-campus locations. Dental also included. Parking not paid for and if you need it, it's expensive; public transport is okay depending on where you live, streets are largely bike-friendly.",5,2018,24400,25200,0,0,25200,School of Communication,Other,low,800,800,Ohio State University OSU_Other
4198,University of Southern California (USC),Political Science,1.26,2018-2019,1st,,1,2018,32500,0,30000,2500,32500,HistPolSoc,HistPolSoc,high,0,0,University of Southern California USC_HistPolSoc
4200,University of Utah,Biology - EEOB,1.08,2018-2019,1st,,1,2018,24000,24000,0,0,24000,Biology - EEOB,Other,low,0,0,University of Utah_Other
4201,University of Delaware (UD),Coastal Engineering,0.96,2016-2017,1st,,1,2016,24500,25000,0,0,25000,Coastal Engineering,Other,low,500,500,University of Delaware UD_Other
4203,University of Minnesota - Twin Cities (UM),Biomedical Engineering ,1.01,2018-2019,2nd,,2,2018,23200,0,18000,6000,24000,Engineering,Engineering,high,800,800,University of Minnesota - Twin Cities UM_Engineering
4204,Arizona State University (ASU),School of Human Evolution and Social Change/Global Health,0.78,2018-2019,1st,,1,2018,17350,0,18000,0,18000,School of Human Evolution and Social Change/Global Health,Other,high,650,650,Arizona State University ASU_Other
4207,Purdue University - West Lafayette,Mechanical Engineering,1.77,2018-2019,1st,Fellowship plus 1/4 time Grad Assistant Position,1,2018,37500,37500,0,0,37500,Engineering,Engineering,low,0,0,Purdue University - West Lafayette_Engineering
4209,University of Rochester (UR),Medicine,1.35,2018-2019,1st,,1,2018,28967,28987,0,0,28987,Medicine,Other,low,20,20,University of Rochester UR_Other
4212,Brown University,Sociology,1.41,2017-2018,1st,,1,2017,32000,0,27000,5000,32000,HistPolSoc,HistPolSoc,high,0,0,Brown University_HistPolSoc
4217,Yale University (YU),Electrical,1.42,2018-2019,1st,,1,2018,35000,0,35000,0,35000,Electrical,Other,high,0,0,Yale University YU_Other
4219,Carnegie Mellon University (CMU),Human-Computer Interaction Institute,1.5,2018-2019,4th,,4,2018,31000,33000,0,0,33000,Human-Computer Interaction Institute,Other,low,2000,2000,Carnegie Mellon University CMU_Other
4223,University of Rochester (UR),Mechanical Engineering ,1.36,2018-2019,1st,,1,2018,29000,29000,0,0,29000,Engineering,Engineering,low,0,0,University of Rochester UR_Engineering
4224,University of California - San Francisco (UCSF),DSCB,1.4,2018-2019,1st,,1,2018,42000,42000,0,0,42000,DSCB,Other,low,0,0,University of California - San Francisco UCSF_Other
4228,Drexel University (DU),Materials Science and Engineering/PhD,1.12,2018-2019,1st,,1,2018,27000,27000,0,0,27000,Materials Science and Engineering/PhD,Other,low,0,0,Drexel University DU_Other
4231,Michigan State University (MSU),Microbiology and Molecular Genetics,1.43,2018-2019,1st,"Tuition waived, health insurance included",1,2018,29400,29400,0,0,29400,Microbiology and Molecular Genetics,Other,low,0,0,Michigan State University MSU_Other
4232,Arizona State University (ASU),Hugh Downs School of Human Communication,0.84,2018-2019,2nd,Typically an additional $500 included for conference travel. Full tuition and health insurance is included.,2,2018,18750,0,16000,3000,19000,Hugh Downs School of Human Communication,Other,high,250,250,Arizona State University ASU_Other
4238,University of Virginia (UVA),Music ,1.05,2018-2019,1st,,1,2018,24000,24000,0,0,24000,Music ,Other,low,0,0,University of Virginia UVA_Other
4249,University of Pittsburgh,Political Science,1.11,2018-2019,1st,,1,2018,23000,23000,0,0,23000,HistPolSoc,HistPolSoc,low,0,0,University of Pittsburgh_HistPolSoc
4250,University of Pittsburgh,Political Science,0.82,2018-2019,2nd,,2,2018,17000,17000,0,0,17000,HistPolSoc,HistPolSoc,low,0,0,University of Pittsburgh_HistPolSoc
4256,University of North Carolina - Chapel Hill (UNC),Exercise and Sport Science ,0.59,2018-2019,2nd,,2,2018,13200,0,15000,0,15000,Exercise and Sport Science ,Other,high,1800,1800,University of North Carolina - Chapel Hill UNC_Other
4257,University of Rochester (UR),Bme,1.36,2018-2019,1st,,1,2018,29000,29000,0,0,29000,Bme,Other,low,0,0,University of Rochester UR_Other
4258,Duke University (DU),Music,1.3,2018-2019,5th,,5,2018,28850,28850,0,0,28850,ArtsAndTheology,ArtsAndTheology,low,0,0,Duke University DU_ArtsAndTheology
4260,New York University (NYU),Environmental Health Sciences,0.6,2018-2019,1st,,1,2018,17750,17750,0,0,17750,Environmental Health Sciences,Other,low,0,0,New York University NYU_Other
4261,University of Kansas (KU),Chemical and Petroleum Engineering,1.1,2018-2019,5th,"The school pays 75% of the health insurance. The graduate students are  required to pay a lot of fees. Furthermore, department only pay class fees associated up to 3 credits for GTAs.",5,2018,22500,23000,0,0,23000,Chemical and Petroleum Engineering,Other,low,500,500,University of Kansas KU_Other
4262,Northwestern University (NU),DGP,1.33,2018-2019,1st,,1,2018,32196,32196,0,0,32196,DGP,Other,low,0,0,Northwestern University NU_Other
4263,New York University (NYU),Steinhardt ,0.84,2018-2019,1st,,1,2018,25000,25000,0,0,25000,Steinhardt ,Other,low,0,0,New York University NYU_Other
4265,University of Minnesota - Twin Cities (UM),Biomedical Engineering,1.29,2018-2019,1st,,1,2018,29500,29500,0,0,29500,Engineering,Engineering,low,0,0,University of Minnesota - Twin Cities UM_Engineering
4269,University of Southern California (USC),American Studies,1.22,2018-2019,2nd,"Year-round insurance included
Summer funding (up to $3000) is available on competitive basis that we need to apply for (has to be related to research/travel/language study, etc)",2,2018,31500,0,30000,1500,31500,American Studies,Other,high,0,0,University of Southern California USC_Other
4271,Temple University (TU),Computer and Information Science,0.97,2018-2019,3rd,,3,2018,23370,24000,0,0,24000,Computer and Information Science,Other,low,630,630,Temple University TU_Other
4275,University of Rochester (UR),Biostatistics,1.12,2018-2019,1st,,1,2018,24000,0,24000,0,24000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Rochester UR_MathematicsAndComputer Science
4276,Duke University (DU),Comp Biology,1.39,2018-2019,2nd,"Includes health (but no vision, dental), gym/rec fees. International student so no fellowships.",2,2018,31000,31000,0,0,31000,Comp Biology,Other,low,0,0,Duke University DU_Other
4277,University of California - Riverside (UCR),EEOB,0.75,2018-2019,1st,,1,2018,18150,19200,0,0,19200,EEOB,Other,low,1050,1050,University of California - Riverside UCR_Other
4278,Syracuse University,Public Administartion,1.1,2018-2019,3rd,,3,2018,23500,0,23500,0,23500,Public Administartion,Other,high,0,0,Syracuse University_Other
4282,Stanford University (SU),Political Science,1.4,2018-2019,1st,"5K summer, 1K for discretionary support, healthcare benefits ",1,2018,40350,0,34350,6000,40350,HistPolSoc,HistPolSoc,high,0,0,Stanford University SU_HistPolSoc
4283,University of California - Los Angeles (UCLA),political science,1.12,2018-2019,1st,,1,2018,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
4284,University of California - Los Angeles (UCLA),political science,0.69,2018-2019,1st,,1,2018,17794,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,11206,11206,University of California - Los Angeles UCLA_HistPolSoc
4285,Cornell University (CU),Operations Research,1.71,2018-2019,1st,,1,2018,41458,0,34000,7500,41500,Operations Research,Other,high,42,42,Cornell University CU_Other
4286,University of Wisconsin - Madison (UW),Chemistry,1.14,2018-2019,3rd,,3,2018,26000,26500,0,0,26500,Chemistry,Chemistry,low,500,500,University of Wisconsin - Madison UW_Chemistry
4287,University of Wisconsin - Madison (UW),Sociology,0.97,2018-2019,1st,,1,2018,22100,22100,0,0,22100,HistPolSoc,HistPolSoc,low,0,0,University of Wisconsin - Madison UW_HistPolSoc
4291,University of Illinois - Urbana- Champaign (UIUC),Natural Resources and Environment Science,1.0,2018-2019,2nd,,2,2018,21900,23000,0,0,23000,Natural Resources and Environment Science,Other,low,1100,1100,University of Illinois - Urbana- Champaign UIUC_Other
4294,University of California - Berkeley,Haas School of Business,1.08,2018-2019,2nd,The stipend was significantly higher for the incoming students,2,2018,30000,0,30000,0,30000,Haas School of Business,Other,high,0,0,University of California - Berkeley_Other
4296,Indiana University,Bloomington,0.67,2017-2018,2nd,"Because of how the stipend payments are structured, you receive your May stipend in mi-May and your August stipend in mid-September. If you have summer funding (typically $500-1500) that hits at the end of May. So, be aware that you will have to live all of June, July, and August without any stipend money. In state tuition is 95% covered so you will also have to pay ~1k per semester ( in January, May if doing summer classes, and August)",2,2017,14393,16506,0,0,16506,Bloomington,Other,low,2113,2113,Indiana University_Other
4298,University of Minnesota - Twin Cities (UM),Electrical and computer engineering,1.21,2018-2019,1st,,1,2018,27709,0,25000,6000,31000,Electrical and computer engineering,Other,high,3291,3291,University of Minnesota - Twin Cities UM_Other
4299,Virginia Tech,Civil Engineering,2.07,2018-2019,1st,,1,2018,43692,43992,0,0,43992,Engineering,Engineering,low,300,300,Virginia Tech_Engineering
4304,Princeton University,French and Italian,1.31,2018-2019,1st,,1,2018,33400,33400,0,0,33400,French and Italian,Other,low,0,0,Princeton University_Other
4311,Georgia State University (GSU),Applied Linguistics,0.47,2017-2018,2nd,"Student fees are $1064 each semester for full-time, on-campus status. For off-campus status, i.e. no longer enrolled in course work, fees are $404 each semester ($808 total for 1 academic year). Health insurance is about $1926. Health insurance also keeps increasing each year by about $200.",2,2017,10946,0,15000,0,15000,Applied Linguistics,Other,high,4054,4054,Georgia State University GSU_Other
4313,Massachusetts Institute of Technology (MIT),Electrical Engineering and Computer Science,1.5,2018-2019,1st,,1,2018,41910,42066,0,0,42066,Electrical Engineering and Computer Science,Other,low,156,156,Massachusetts Institute of Technology MIT_Other
4314,Purdue University - West Lafayette,Engineering Education,1.03,2018-2019,1st,,1,2018,21800,22800,0,0,22800,Engineering Education,Other,low,1000,1000,Purdue University - West Lafayette_Other
4319,University of Illinois - Urbana- Champaign (UIUC),Accounting,1.36,2018-2019,1st,,1,2018,30000,30000,0,0,30000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Illinois - Urbana- Champaign UIUC_MathematicsAndComputer Science
4320,University of Colorado - Boulder (UCB),Engineering,1.31,2018-2019,2nd,,2,2018,33500,36000,0,0,36000,Engineering,Engineering,low,2500,2500,University of Colorado - Boulder UCB_Engineering
4321,University of Illinois - Urbana- Champaign (UIUC),Chemical engineering ,1.55,2018-2019,1st,,1,2018,34000,34000,0,0,34000,Chemical engineering ,Other,low,0,0,University of Illinois - Urbana- Champaign UIUC_Other
4324,Georgia Institute of Technology (Georgia Tech),Aerospace Engineering,1.44,2015-2016,2nd,,2,2015,33500,33500,0,0,33500,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
4326,Georgia Institute of Technology (Georgia Tech),Materials Engineering,0.95,2018-2019,1st,,1,2018,22032,25200,0,0,25200,Materials Engineering,Other,low,3168,3168,Georgia Institute of Technology Georgia Tech_Other
4329,University of Missouri (MU),Statistics ,1.0,2017-2018,1st,"Funding package offered to applicant  for fall 2018/2019, but I ended up attending elsewhere.",1,2017,20600,0,20600,0,20600,Statistics ,Other,high,0,0,University of Missouri MU_Other
4330,Iowa State University (ISU),management,1.25,2017-2018,1st,,1,2017,26500,26500,0,0,26500,management,Other,low,0,0,Iowa State University ISU_Other
4331,Northwestern University (NU),Chemical and Biological Engineering,1.29,2017-2018,5th,,5,2017,31360,31800,0,0,31800,Engineering,Engineering,low,440,440,Northwestern University NU_Engineering
4337,Carnegie Mellon University (CMU),Chemical Engineering,1.4,2017-2018,1st,,1,2017,29000,29000,0,0,29000,Engineering,Engineering,low,0,0,Carnegie Mellon University CMU_Engineering
4340,Massachusetts Institute of Technology (MIT),Physics,0.12,2017-2018,1st,,1,2017,3250,3250,0,0,3250,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Massachusetts Institute of Technology MIT_PhysicsAndAstronomy
4342,University of California - Davis (UCD),Animal Behavior,1.0,2017-2018,1st,,1,2017,24026,0,20653,4200,24853,Animal Behavior,Other,high,827,827,University of California - Davis UCD_Other
4346,University of Southern California (USC),Linguistics,1.56,2017-2018,3rd,Summer funding not guaranteed (but I've gotten it every summer so far),3,2017,40438,0,34000,6500,40500,LinguisticsAndCommunication,LinguisticsAndCommunication,high,62,62,University of Southern California USC_LinguisticsAndCommunication
4351,University of California - Irvine (UCI),"Planning, Policy and Design",0.9,2017-2018,1st,,1,2017,26400,26400,0,0,26400,"Planning, Policy and Design",Other,low,0,0,University of California - Irvine UCI_Other
4352,University of Cincinnati (UC),Immunobiology,1.5,2017-2018,1st,,1,2017,29000,29000,0,0,29000,Immunobiology,Other,low,0,0,University of Cincinnati UC_Other
4359,Drexel University (DU),civil engineering,1.08,2016-2017,4th,,4,2016,26000,26000,0,0,26000,civil engineering,Other,low,0,0,Drexel University DU_Other
4364,University of Minnesota - Twin Cities (UM),Art History ,0.72,2016-2017,3rd,,3,2016,16500,0,19000,0,19000,Art History ,Other,high,2500,2500,University of Minnesota - Twin Cities UM_Other
4366,Indiana University,Public Policy,0.84,2017-2018,1st,,1,2017,18200,20000,0,0,20000,HistPolSoc,HistPolSoc,low,1800,1800,Indiana University_HistPolSoc
