,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
4472,University of Texas - Austin (UT),Biology,1.31,2017-2018,4th,,4,2017,30000,30000,0,0,30000,Biology,Biology,low,0,0,University of Texas - Austin UT_Biology
4475,Pennsylvania State University (Penn State),Physics,1.18,2017-2018,4th,Health insurance costs ~50/month. ,4,2017,26500,26500,0,0,26500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Pennsylvania State University Penn State_PhysicsAndAstronomy
4481,Clemson University (CU),psychology,0.71,2017-2018,1st,,1,2017,14878,0,12000,4000,16000,HistPolSoc,HistPolSoc,high,1122,1122,Clemson University CU_HistPolSoc
4483,Clemson University (CU),Psychology,0.71,2017-2018,1st,,1,2017,14878,0,12000,4000,16000,HistPolSoc,HistPolSoc,high,1122,1122,Clemson University CU_HistPolSoc
4484,University of Washington (UW),Chemistry,1.3,2017-2018,5th,,5,2017,30154,31300,0,0,31300,Chemistry,Chemistry,low,1146,1146,University of Washington UW_Chemistry
4491,University of Iowa (UI),Sociology,0.83,2017-2018,1st,Guaranteed funding for 4 years. Funding offer includes a tuition waiver and health insurance. ,1,2017,18493,0,19000,0,19000,HistPolSoc,HistPolSoc,high,507,507,University of Iowa UI_HistPolSoc
4492,University of South Carolina (USC),Sociology,0.56,2017-2018,1st,Guaranteed funding for 5 years. Funding offer includes a tuition waiver and health insurance (No vision or dental).,1,2017,12631,0,13400,0,13400,HistPolSoc,HistPolSoc,high,769,769,University of South Carolina USC_HistPolSoc
4493,University of California - Irvine (UCI),Sociology,0.75,2017-2018,1st,"Funding is promised for 6 years. The base package includes a $15,000 out-of-state tuition waiver for the first year, a $2,000 dollar summer stipend before the first year,  and health insurance (Includes vision and dental!). ",1,2017,21884,0,20653,2000,22653,HistPolSoc,HistPolSoc,high,769,769,University of California - Irvine UCI_HistPolSoc
4494,Yale University (YU),Genetics,1.4,2017-2018,4th,,4,2017,34600,34600,0,0,34600,Biology,Biology,low,0,0,Yale University YU_Biology
4495,University of Central Florida (UCF),Mathematics,0.97,2016-2017,5th,,5,2016,22500,0,18000,4500,22500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Central Florida UCF_MathematicsAndComputer Science
4496,University of Maryland - College Park (UMD),Electrical Engineering,0.6,2017-2018,1st,9 month appointment as a Graduate Research Assistant (GRA). 3 months in the summer I will be interning at my professor's company with better payment.,1,2017,18093,0,18093,0,18093,Engineering,Engineering,high,0,0,University of Maryland - College Park UMD_Engineering
4500,University of Washington (UW),Physics,1.22,2017-2018,4th,,4,2017,28300,29500,0,0,29500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1200,1200,University of Washington UW_PhysicsAndAstronomy
4502,University of Washington (UW),Physics,1.12,2017-2018,5th,"Seattle, unionized",5,2017,26000,27000,0,0,27000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1000,1000,University of Washington UW_PhysicsAndAstronomy
4514,University of Kentucky (UK),Physics,1.07,2016-2017,5th,,5,2016,21815,0,22000,0,22000,PhysicsAndAstronomy,PhysicsAndAstronomy,high,185,185,University of Kentucky UK_PhysicsAndAstronomy
4516,University of Washington (UW),Chemical Engineering,1.32,2017-2018,3rd,No income taxes in Washington state. My historical federal tax rate last year was about 8.7%. ,3,2017,30671,31800,0,0,31800,Engineering,Engineering,low,1129,1129,University of Washington UW_Engineering
4519,University of Oklahoma (OU),History,0.6,2016-2017,3rd,,3,2016,12000,0,14000,0,14000,HistPolSoc,HistPolSoc,high,2000,2000,University of Oklahoma OU_HistPolSoc
4520,University of Chicago (UC),Psychology,1.11,2017-2018,1st,,1,2017,27000,30000,0,0,30000,HistPolSoc,HistPolSoc,low,3000,3000,University of Chicago UC_HistPolSoc
4525,Baylor College of Medicine,Biochemistry ,1.37,2017-2018,3rd,,3,2017,29925,30000,0,0,30000,Chemistry,Chemistry,low,75,75,Baylor College of Medicine_Chemistry
4529,Northwestern University (NU),Political Science,1.14,2016-2017,2nd,,2,2016,27600,27600,0,0,27600,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc
4530,University of Rochester (UR),Political Science,1.26,2017-2018,1st,,1,2017,27000,0,27600,0,27600,HistPolSoc,HistPolSoc,high,600,600,University of Rochester UR_HistPolSoc
4533,Pennsylvania State University (Penn State),English,1.38,2017-2018,1st,,1,2017,31000,0,25000,6000,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Pennsylvania State University Penn State_LinguisticsAndCommunication
4534,University of California - Davis (UCD),Economics,0.85,2017-2018,1st,,1,2017,20500,20500,0,0,20500,BusinessAndManagement,BusinessAndManagement,low,0,0,University of California - Davis UCD_BusinessAndManagement
4540,Louisiana State University - Baton Rouge,English,0.68,2017-2018,1st,,1,2017,14800,0,17800,0,17800,LinguisticsAndCommunication,LinguisticsAndCommunication,high,3000,3000,Louisiana State University - Baton Rouge_LinguisticsAndCommunication
4547,Pennsylvania State University (Penn State),Ecology,1.56,2017-2018,1st,,1,2017,35000,35000,0,0,35000,Geography,Geography,low,0,0,Pennsylvania State University Penn State_Geography
4550,Duke University (DU),economics,1.36,2017-2018,1st,,1,2017,30300,0,25000,5500,30500,BusinessAndManagement,BusinessAndManagement,high,200,200,Duke University DU_BusinessAndManagement
4551,North Carolina State University (NCSU),Psychology,0.99,2016-2017,2nd,,2,2016,22500,24000,0,0,24000,HistPolSoc,HistPolSoc,low,1500,1500,North Carolina State University NCSU_HistPolSoc
4552,Rice University,Business,1.8,2017-2018,1st,,1,2017,39333,40000,0,0,40000,BusinessAndManagement,BusinessAndManagement,low,667,667,Rice University_BusinessAndManagement
4555,University of Rochester (UR),Computer Science,0.84,2016-2017,1st,,1,2016,18000,0,18000,0,18000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of Rochester UR_MathematicsAndComputer Science
4558,Pennsylvania State University (Penn State),Mathematics,1.16,2017-2018,1st,,1,2017,26000,0,25000,1000,26000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Pennsylvania State University Penn State_MathematicsAndComputer Science
4560,University of Chicago (UC),History,0.98,2017-2018,3rd,"In your third year and up, you have TA responsibilities that are stupidly taken out of your stipend amount in the following increments: less $6k in your 3rd and 4th years, less $3k in your 5th. Thus, $25k is not a guarantee base stipend beyond your 2nd year--indeed, if you manage to teach more, it will be more, but if you can't find a position, you will suffer. Health care is covered, but there is a $380/quarter student life fee you pay for every quarter you are on campus, or unless you prove you are living 90 miles away. You apply for the $3k summer dispersement, and it is based on good progress. I do not know of anyone who does not get this. So, in a good year, you make $28k before fees.",3,2017,23860,25000,0,0,25000,HistPolSoc,HistPolSoc,low,1140,1140,University of Chicago UC_HistPolSoc
4562,University of Hawaii - Manoa (UH),Political Science,0.56,2017-2018,1st,Costs of living in Hawaii are very high and by far not covered by the stipend,1,2017,17100,0,18000,0,18000,HistPolSoc,HistPolSoc,high,900,900,University of Hawaii - Manoa UH_HistPolSoc
4563,University of Pennsylvania,Economics,1.33,2017-2018,1st,,1,2017,32000,0,32000,0,32000,BusinessAndManagement,BusinessAndManagement,high,0,0,University of Pennsylvania_BusinessAndManagement
4564,Johns Hopkins University (JHU),Philosophy,1.13,2017-2018,1st,,1,2017,29000,29000,0,0,29000,ArtsAndTheology,ArtsAndTheology,low,0,0,Johns Hopkins University JHU_ArtsAndTheology
4565,University of Chicago (UC),Public Policy,1.07,2017-2018,1st,,1,2017,25900,0,27000,0,27000,HistPolSoc,HistPolSoc,high,1100,1100,University of Chicago UC_HistPolSoc
4567,Brown University,Economics,1.18,2017-2018,2nd,,2,2017,26940,27000,0,0,27000,BusinessAndManagement,BusinessAndManagement,low,60,60,Brown University_BusinessAndManagement
4573,Yale University (YU),Public Health,1.38,2017-2018,1st,,1,2017,34000,34000,0,0,34000,Medical,Medical,low,0,0,Yale University YU_Medical
4575,University of Delaware (UD),History,0.83,2017-2018,2nd,estimated fees,2,2017,21000,0,22000,0,22000,HistPolSoc,HistPolSoc,high,1000,1000,University of Delaware UD_HistPolSoc
4576,University of Texas - Austin (UT),Government,1.18,2017-2018,1st,,1,2017,27000,27000,0,0,27000,HistPolSoc,HistPolSoc,low,0,0,University of Texas - Austin UT_HistPolSoc
4579,Colorado State University (CSU),Biology,0.98,2017-2018,3rd,,3,2017,22100,24600,0,0,24600,Biology,Biology,low,2500,2500,Colorado State University CSU_Biology
4580,CUNY Graduate School and University Center,Economics,0.88,2017-2018,1st,,1,2017,26128,26128,0,0,26128,BusinessAndManagement,BusinessAndManagement,low,0,0,CUNY Graduate School and University Center_BusinessAndManagement
4582,Yale University (YU),Biological and Biomedical Sciences,1.42,2017-2018,1st,,1,2017,35150,35150,0,0,35150,Biology,Biology,low,0,0,Yale University YU_Biology
4585,Stony Brook University - SUNY,Linguistics,0.64,2017-2018,1st,,1,2017,18000,19500,0,0,19500,LinguisticsAndCommunication,LinguisticsAndCommunication,low,1500,1500,Stony Brook University - SUNY_LinguisticsAndCommunication
4586,Emory University,Art History,0.99,2016-2017,3rd,,3,2016,23102,24000,0,0,24000,ArtsAndTheology,ArtsAndTheology,low,898,898,Emory University_ArtsAndTheology
4591,University of California - Los Angeles (UCLA),Aerospace Engineering,1.31,2017-2018,2nd,NSF GRFP,2,2017,34000,34000,0,0,34000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
4595,University of Alabama (UA),Physics,1.19,2017-2018,1st,,1,2017,24996,24996,0,0,24996,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,University of Alabama UA_PhysicsAndAstronomy
4596,University of Alabama (UA),Physics,1.09,2017-2018,1st,,1,2017,22999,0,18999,4000,22999,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,University of Alabama UA_PhysicsAndAstronomy
4600,Virginia Tech,Chemistry,2.25,2017-2018,1st,,1,2017,47393,0,52593,0,52593,Chemistry,Chemistry,high,5200,5200,Virginia Tech_Chemistry
4601,Virginia Tech,Chemistry,0.86,2017-2018,1st,,1,2017,18193,0,23393,0,23393,Chemistry,Chemistry,high,5200,5200,Virginia Tech_Chemistry
4602,University of Minnesota - Twin Cities (UM),Mechanical Engineering,2.03,2017-2018,1st,,1,2017,46500,46500,0,0,46500,Engineering,Engineering,low,0,0,University of Minnesota - Twin Cities UM_Engineering
4605,University of Minnesota - Twin Cities (UM),Anthropology,0.72,2017-2018,1st,,1,2017,16395,17895,0,0,17895,Biology,Biology,low,1500,1500,University of Minnesota - Twin Cities UM_Biology
4607,University of Miami (UM),History,0.88,2017-2018,5th,,5,2017,21000,21500,0,0,21500,HistPolSoc,HistPolSoc,low,500,500,University of Miami UM_HistPolSoc
4609,Yale University (YU),Economics,1.58,2017-2018,1st,,1,2017,39000,39000,0,0,39000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
4610,University of Alabama - Birmingham (UAB),Mathematics,1.11,2017-2018,2nd,,2,2017,24000,24000,0,0,24000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Alabama - Birmingham UAB_MathematicsAndComputer Science
4612,University of Minnesota - Twin Cities (UM),Physics,1.13,2017-2018,1st,,1,2017,25992,25992,0,0,25992,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,University of Minnesota - Twin Cities UM_PhysicsAndAstronomy
4618,Georgetown University,Government,1.1,2017-2018,1st,$14.5K each semester and $5K summers (must apply after the first year). One of the best offers out there for poli sci/government ,1,2017,34000,0,29000,5000,34000,HistPolSoc,HistPolSoc,high,0,0,Georgetown University_HistPolSoc
4620,University of Notre Dame (ND),Chemical and Biomolecular Engineering,1.47,2017-2018,1st,,1,2017,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of Notre Dame ND_Engineering
4621,University of Massachusetts - Amherst (UMass),political science,0.84,2017-2018,5th,,5,2017,19175,19175,0,0,19175,HistPolSoc,HistPolSoc,low,0,0,University of Massachusetts - Amherst UMass_HistPolSoc
4622,University of Florida (UF),Computer Science,1.01,2017-2018,1st,,1,2017,23000,23000,0,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Florida UF_MathematicsAndComputer Science
4623,University of California - Los Angeles (UCLA),Chemistry and Biochemistry,1.18,2017-2018,1st,,1,2017,30500,30500,0,0,30500,Chemistry,Chemistry,low,0,0,University of California - Los Angeles UCLA_Chemistry
4632,Johns Hopkins University (JHU),Sociology,1.15,2017-2018,1st,,1,2017,29500,29500,0,0,29500,HistPolSoc,HistPolSoc,low,0,0,Johns Hopkins University JHU_HistPolSoc
4633,Brown University,Sociology,1.46,2017-2018,1st,First year covered by a fellowship in lieu of teaching for all incoming students.,1,2017,33180,33180,0,0,33180,HistPolSoc,HistPolSoc,low,0,0,Brown University_HistPolSoc
4634,Florida State University (FSU),Economics,0.0,2017-2018,1st,,1,2017,0,0,0,0,0,BusinessAndManagement,BusinessAndManagement,low,0,0,Florida State University FSU_BusinessAndManagement
4636,Duke University (DU),Physics,1.07,2017-2018,4th,,4,2017,23800,24200,0,0,24200,PhysicsAndAstronomy,PhysicsAndAstronomy,low,400,400,Duke University DU_PhysicsAndAstronomy
4637,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering,0.95,2017-2018,1st,,1,2017,21200,24000,0,0,24000,Engineering,Engineering,low,2800,2800,University of North Carolina - Chapel Hill UNC_Engineering
4641,University of North Carolina - Chapel Hill (UNC),Political Science,0.9,2017-2018,1st,"Update to the $15k record:
On top of the standard $17k package, received $3k summer funding, exclusion of a $2k student fee.",1,2017,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of North Carolina - Chapel Hill UNC_HistPolSoc
4648,California Institute of Technology (Caltech),Biology,1.29,2017-2018,3rd,"Health insurance is $608 a year,  and dental is $118. 
$1200 dollars of ""lab funds"" (e.g. laptops and iPads) given for the first three years.",3,2017,33500,33500,0,0,33500,Biology,Biology,low,0,0,California Institute of Technology Caltech_Biology
4651,Oklahoma State University (OSU),Sociology,0.79,2017-2018,1st,,1,2017,15381,0,15381,0,15381,HistPolSoc,HistPolSoc,high,0,0,Oklahoma State University OSU_HistPolSoc
4653,Emory University,Neuroscience,1.31,2017-2018,1st,Fees approx ,1,2017,30539,31000,0,0,31000,Medical,Medical,low,461,461,Emory University_Medical
4661,Emory University,Sociology,1.03,2017-2018,1st,,1,2017,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc
4662,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering ,1.57,2017-2018,1st,"$30,000 base stipend (COE RA also awarded for first year, but contract ""nullified"" effect of award ) + $5000, 1 year merit based award. All fees and insurance covered.",1,2017,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,University of North Carolina - Chapel Hill UNC_Engineering
4665,Michigan State University (MSU),Geography,0.87,2017-2018,1st,,1,2017,17797,0,17822,0,17822,Geography,Geography,high,25,25,Michigan State University MSU_Geography
4669,University of Chicago (UC),Sociology,1.65,2017-2018,2nd,,2,2017,40000,0,37000,3000,40000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc
4670,University of Chicago (UC),Sociology,1.53,2017-2018,1st,,1,2017,37000,0,37000,0,37000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc
4681,North Carolina State University (NCSU),Biomedical Engineering,1.23,2017-2018,1st,,1,2017,28000,28000,0,0,28000,Engineering,Engineering,low,0,0,North Carolina State University NCSU_Engineering
4694,Drexel University (DU),Physics,0.97,2017-2018,1st,,1,2017,23500,23500,0,0,23500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Drexel University DU_PhysicsAndAstronomy
4695,Northeastern University (NU),Economics,0.77,2017-2018,1st,,1,2017,22000,22000,0,0,22000,BusinessAndManagement,BusinessAndManagement,low,0,0,Northeastern University NU_BusinessAndManagement
4698,New York University (NYU),Philosophy,1.09,2017-2018,1st,,1,2017,32292,32292,0,0,32292,ArtsAndTheology,ArtsAndTheology,low,0,0,New York University NYU_ArtsAndTheology
4699,Cornell University (CU),Government,1.32,2017-2018,1st,"Additional $5,000 for research.",1,2017,31994,0,26426,5568,31994,HistPolSoc,HistPolSoc,high,0,0,Cornell University CU_HistPolSoc
4700,Vanderbilt University,Political Science,1.35,2017-2018,1st,,1,2017,31000,31000,0,0,31000,HistPolSoc,HistPolSoc,low,0,0,Vanderbilt University_HistPolSoc
4703,CUNY Graduate School and University Center,Musicology,0.84,2017-2018,1st,,1,2017,25000,25000,0,0,25000,ArtsAndTheology,ArtsAndTheology,low,0,0,CUNY Graduate School and University Center_ArtsAndTheology
4711,Yale University (YU),Management,1.42,2017-2018,1st,,1,2017,35100,35100,0,0,35100,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
4713,Yale University (YU),Sociology,1.25,2017-2018,1st,"""Stipend of at least $31,000 per year while you are enrolled"" - 2018-19.",1,2017,31000,31000,0,0,31000,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
4715,University of Utah,Biosciences,1.26,2017-2018,1st,Molecular Biology and Biological Chemistry Programs,1,2017,28000,28000,0,0,28000,Biology,Biology,low,0,0,University of Utah_Biology
4718,University of California - Los Angeles (UCLA),Psychology,1.57,2016-2017,4th,This was a T32 fellowship on top of serving as a TA every quarter.,4,2016,40610,41000,0,0,41000,HistPolSoc,HistPolSoc,low,390,390,University of California - Los Angeles UCLA_HistPolSoc
4719,University of California - San Diego (UCSD),Sociology,0.76,2017-2018,1st,Includes Health Insurance,1,2017,20000,52121,0,0,52121,HistPolSoc,HistPolSoc,low,32121,32121,University of California - San Diego UCSD_HistPolSoc
4720,Harvard University (HU),Sociology,1.21,2017-2018,1st,,1,2017,34632,0,28860,5772,34632,HistPolSoc,HistPolSoc,high,0,0,Harvard University HU_HistPolSoc
4728,Boston University (BU),Biology ,1.05,2016-2017,1st,,1,2016,30000,30000,0,0,30000,Biology,Biology,low,0,0,Boston University BU_Biology
4733,Stanford University (SU),Applied Physics,1.37,2017-2018,5th,,5,2017,39420,40152,0,0,40152,PhysicsAndAstronomy,PhysicsAndAstronomy,low,732,732,Stanford University SU_PhysicsAndAstronomy
4737,Johns Hopkins University (JHU),Biology,1.28,2017-2018,5th,"Stipend goes up yearly,  and cost of living is cheap here. Also, TAing in years 3 and up pays extra in most cases ($1,000-2,000 per semester)",5,2017,33000,33000,0,0,33000,Biology,Biology,low,0,0,Johns Hopkins University JHU_Biology
4740,New York University (NYU),Biology,1.21,2016-2017,2nd,,2,2016,36000,36000,0,0,36000,Biology,Biology,low,0,0,New York University NYU_Biology
4743,University of Oklahoma (OU),biology,0.7,2017-2018,3rd,,3,2017,14000,17000,0,0,17000,Biology,Biology,low,3000,3000,University of Oklahoma OU_Biology
4748,Drexel University (DU),Environmental Engineering,1.0,2017-2018,1st,,1,2017,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,Drexel University DU_Engineering
4749,University of Notre Dame (ND),Theology,1.12,2017-2018,1st,,1,2017,23000,23000,0,0,23000,ArtsAndTheology,ArtsAndTheology,low,0,0,University of Notre Dame ND_ArtsAndTheology
4759,New York University (NYU),Physics,1.29,2017-2018,1st,MacCracken Fellowship (total: $38400/year),1,2017,38400,0,27900,10500,38400,PhysicsAndAstronomy,PhysicsAndAstronomy,high,0,0,New York University NYU_PhysicsAndAstronomy
4761,Georgia Institute of Technology (Georgia Tech),Aerospace Engineering,1.35,2017-2018,1st,,1,2017,31500,31500,0,0,31500,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
4762,Emory University,Physics ,1.12,2017-2018,1st,,1,2017,25982,27000,0,0,27000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1018,1018,Emory University_PhysicsAndAstronomy
4766,Princeton University,Chemical Engineering,1.42,2017-2018,1st,,1,2017,36150,36150,0,0,36150,Engineering,Engineering,low,0,0,Princeton University_Engineering
4768,Yale University (YU),Comparative Literature,1.25,2017-2018,1st,,1,2017,31000,31000,0,0,31000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Yale University YU_LinguisticsAndCommunication
4770,University of Notre Dame (ND),Philosophy,1.66,2017-2018,1st,,1,2017,34000,34000,0,0,34000,ArtsAndTheology,ArtsAndTheology,low,0,0,University of Notre Dame ND_ArtsAndTheology
4777,University of Massachusetts - Amherst (UMass),English,0.81,2016-2017,3rd,,3,2016,18494,0,19174,0,19174,LinguisticsAndCommunication,LinguisticsAndCommunication,high,680,680,University of Massachusetts - Amherst UMass_LinguisticsAndCommunication
4778,Virginia Tech,Psychology,1.17,2016-2017,5th,,5,2016,24700,25000,0,0,25000,HistPolSoc,HistPolSoc,low,300,300,Virginia Tech_HistPolSoc
4782,University of Illinois - Urbana- Champaign (UIUC),English,1.14,2016-2017,1st,,1,2016,25000,25000,0,0,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
4784,University of Illinois - Urbana- Champaign (UIUC),English,0.99,2016-2017,1st,,1,2016,21817,21817,0,0,21817,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Illinois - Urbana- Champaign UIUC_LinguisticsAndCommunication
4786,University of Chicago (UC),English,0.74,2016-2017,1st,,1,2016,18000,18000,0,0,18000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication
4787,University of Chicago (UC),English,1.24,2016-2017,1st,,1,2016,30000,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication
4788,University of Chicago (UC),English,1.36,2016-2017,1st,,1,2016,33000,33000,0,0,33000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication
4789,University of Hawaii - Manoa (UH),English,0.63,2016-2017,1st,,1,2016,19200,19200,0,0,19200,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Hawaii - Manoa UH_LinguisticsAndCommunication
4790,Georgia State University (GSU),English,0.64,2016-2017,1st,,1,2016,15000,15000,0,0,15000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Georgia State University GSU_LinguisticsAndCommunication
4791,University of Georgia (UGA),English,0.79,2016-2017,1st,,1,2016,16700,16700,0,0,16700,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Georgia UGA_LinguisticsAndCommunication
4792,Emory University,English,1.03,2016-2017,1st,,1,2016,24000,24000,0,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
4794,University of Miami (UM),English,0.92,2016-2017,1st,,1,2016,22000,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Miami UM_LinguisticsAndCommunication
4795,Florida State University (FSU),English,0.94,2016-2017,1st,,1,2016,22000,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Florida State University FSU_LinguisticsAndCommunication
4796,University of Florida (UF),English,0.77,2016-2017,1st,,1,2016,17400,17400,0,0,17400,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Florida UF_LinguisticsAndCommunication
4797,University of Delaware (UD),English,0.95,2016-2017,1st,,1,2016,24000,24000,0,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Delaware UD_LinguisticsAndCommunication
4798,Washington University in St. Louis (Wash U),English,1.25,2016-2017,1st,,1,2016,25860,25860,0,0,25860,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Washington University in St. Louis Wash U_LinguisticsAndCommunication
4799,Washington University in St. Louis (Wash U),English,1.13,2016-2017,1st,,1,2016,23360,23360,0,0,23360,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Washington University in St. Louis Wash U_LinguisticsAndCommunication
4800,University of Delaware (UD),English,0.79,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Delaware UD_LinguisticsAndCommunication
4805,Yale University (YU),English,1.22,2016-2017,1st,,1,2016,30225,30225,0,0,30225,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Yale University YU_LinguisticsAndCommunication
4806,University of Connecticut (UConn),English,0.99,2016-2017,1st,,1,2016,24107,24107,0,0,24107,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Connecticut UConn_LinguisticsAndCommunication
4808,University of Colorado - Boulder (UCB),English,0.86,2016-2017,1st,,1,2016,22000,22000,0,0,22000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Colorado - Boulder UCB_LinguisticsAndCommunication
4809,University of California - Santa Barbara (UCSB),English,0.76,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Santa Barbara UCSB_LinguisticsAndCommunication
4810,University of California - Riverside (UCR),English,0.83,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Riverside UCR_LinguisticsAndCommunication
4811,University of California - Davis (UCD),English,0.83,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Davis UCD_LinguisticsAndCommunication
4812,University of California - Berkeley,English,1.08,2016-2017,1st,,1,2016,30000,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Berkeley_LinguisticsAndCommunication
4813,University of California - Berkeley,English,1.15,2016-2017,1st,,1,2016,32000,32000,0,0,32000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Berkeley_LinguisticsAndCommunication
4814,University of California - Los Angeles (UCLA),English,0.93,2016-2017,1st,,1,2016,24000,24000,0,0,24000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of California - Los Angeles UCLA_LinguisticsAndCommunication
4816,University of Southern California (USC),English,1.16,2016-2017,1st,Corrected amount.,1,2016,30000,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication
4817,University of Southern California (USC),English,0.77,2016-2017,1st,,1,2016,20000,20000,0,0,20000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Southern California USC_LinguisticsAndCommunication
4829,University of California - San Diego (UCSD),Mathematics,0.76,2017-2018,2nd,,2,2017,20000,0,20000,0,20000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science
4831,Tufts University (TU),Biology,1.13,2016-2017,4th,Paid 12 month salary but summer pay comes in two lump sums.,4,2016,31507,31507,0,0,31507,Biology,Biology,low,0,0,Tufts University TU_Biology
4832,Tufts University (TU),Physics,1.06,2016-2017,2nd,,2,2016,29500,29500,0,0,29500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Tufts University TU_PhysicsAndAstronomy
4833,Stony Brook University - SUNY,computer science,1.2,2017-2018,1st,,1,2017,33560,0,23560,10000,33560,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,Stony Brook University - SUNY_MathematicsAndComputer Science
4834,Louisiana State University - Baton Rouge,Biological Sciences,1.38,2017-2018,1st,Board of Regents Fellowship,1,2017,30000,30000,0,0,30000,Biology,Biology,low,0,0,Louisiana State University - Baton Rouge_Biology
